id,macro_tags,level_1_tags
-451800002,"[""law_crime""]","[""politics_society""]"
-451500002,"[""law_crime""]","[""politics_society""]"
-451100001,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100003,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100004,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100005,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100007,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100009,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100020,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100021,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100022,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100027,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100029,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100032,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100033,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451100034,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-451000007,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-462000003,"[""education_children""]","[""relationships_identity""]"
-462000005,"[""transport""]","[""daily_life_services""]"
-462000008,"[""law_crime""]","[""politics_society""]"
-462000014,"[""transport""]","[""daily_life_services""]"
-462000017,"[""education_children""]","[""relationships_identity""]"
-461600024,"[""education_children""]","[""relationships_identity""]"
-461600026,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-461500003,"[""transport""]","[""daily_life_services""]"
-472300006,"[""transport""]","[""daily_life_services""]"
-472200003,"[""education_children""]","[""relationships_identity""]"
-472200005,"[""education_children""]","[""relationships_identity""]"
-472200006,"[""education_children""]","[""relationships_identity""]"
-472200007,"[""education_children""]","[""relationships_identity""]"
-472200008,"[""education_children""]","[""relationships_identity""]"
-472200016,"[""education_children""]","[""relationships_identity""]"
-472200018,"[""education_children""]","[""relationships_identity""]"
-472000002,"[""education_children""]","[""relationships_identity""]"
-471800003,"[""education_children""]","[""relationships_identity""]"
-471700002,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-471700007,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-471600001,"[""education_children""]","[""relationships_identity""]"
-471400003,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482900001,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482900003,"[""education_children""]","[""relationships_identity""]"
-482900004,"[""education_children""]","[""relationships_identity""]"
-482900007,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482900008,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482700002,"[""education_children""]","[""relationships_identity""]"
-482600006,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482400001,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482400007,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482400008,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482400009,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482400015,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-482300001,"[""education_children""]","[""relationships_identity""]"
-482300003,"[""law_crime""]","[""politics_society""]"
-482300004,"[""law_crime""]","[""politics_society""]"
-482100009,"[""education_children""]","[""relationships_identity""]"
-492900003,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-492900006,"[""education_children""]","[""relationships_identity""]"
-492900007,"[""transport""]","[""daily_life_services""]"
-492900008,"[""education_children""]","[""relationships_identity""]"
-492800005,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-492800006,"[""education_children""]","[""relationships_identity""]"
-492800013,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-492800032,"[""education_children""]","[""relationships_identity""]"
-492700006,"[""absurd_philosophy""]","[""beliefs_science_absurd""]"
-492700011,"[""transport""]","[""daily_life_services""]"
-492500017,"[""religion_holidays""]","[""beliefs_science_absurd""]"
-492400005,"[""education_children""]","[""relationships_identity""]"
-503100004,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-503100006,"[""education_children""]","[""relationships_identity""]"
-503100007,"[""education_children""]","[""relationships_identity""]"
-503100008,"[""education_children""]","[""relationships_identity""]"
-503000002,"[""law_crime""]","[""politics_society""]"
-503000006,"[""education_children""]","[""relationships_identity""]"
-502500003,"[""transport""]","[""daily_life_services""]"
-502500006,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-502400005,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-502400008,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-502400015,"[""education_children""]","[""relationships_identity""]"
-502400019,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-502300006,"[""transport""]","[""daily_life_services""]"
-512800002,"[""education_children""]","[""relationships_identity""]"
-512700007,"[""transport""]","[""daily_life_services""]"
-512700020,"[""education_children""]","[""relationships_identity""]"
-523100006,"[""education_children""]","[""relationships_identity""]"
-523100008,"[""transport""]","[""daily_life_services""]"
-523000002,"[""education_children""]","[""relationships_identity""]"
-522900001,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-522700002,"[""education_children""]","[""relationships_identity""]"
-522700006,"[""education_children""]","[""relationships_identity""]"
-522600002,"[""education_children""]","[""relationships_identity""]"
14784,"[""law_crime""]","[""politics_society""]"
13722,"[""education_children""]","[""relationships_identity""]"
15490,"[""transport""]","[""daily_life_services""]"
12065,"[""transport""]","[""daily_life_services""]"
14073,"[""law_crime""]","[""politics_society""]"
13012,"[""literature_folklore_characters""]","[""culture_media_characters""]"
12660,"[""education_children""]","[""relationships_identity""]"
12064,"[""literature_folklore_characters""]","[""culture_media_characters""]"
15488,"[""education_children""]","[""relationships_identity""]"
15134,"[""ethnic_regional""]","[""politics_society""]"
15133,"[""work_professions"", ""transport""]","[""daily_life_services"", ""work_money_technology""]"
14779,"[""literature_folklore_characters""]","[""culture_media_characters""]"
13396,"[""law_crime""]","[""politics_society""]"
13043,"[""transport""]","[""daily_life_services""]"
12340,"[""education_children""]","[""relationships_identity""]"
11207,"[""transport""]","[""daily_life_services""]"
15164,"[""literature_folklore_characters""]","[""culture_media_characters""]"
14455,"[""education_children""]","[""relationships_identity""]"
14100,"[""education_children""]","[""relationships_identity""]"
15197,"[""literature_folklore_characters""]","[""culture_media_characters""]"
14135,"[""education_children""]","[""relationships_identity""]"
11277,"[""education_children""]","[""relationships_identity""]"
15195,"[""animals""]","[""daily_life_services""]"
11983,"[""education_children""]","[""relationships_identity""]"
14840,"[""education_children"", ""transport""]","[""daily_life_services"", ""relationships_identity""]"
13778,"[""education_children""]","[""relationships_identity""]"
14839,"[""transport""]","[""daily_life_services""]"
15581,"[""education_children""]","[""relationships_identity""]"
15227,"[""education_children""]","[""relationships_identity""]"
14873,"[""education_children""]","[""relationships_identity""]"
14519,"[""education_children""]","[""relationships_identity""]"
14165,"[""education_children""]","[""relationships_identity""]"
13457,"[""education_children""]","[""relationships_identity""]"
13104,"[""education_children""]","[""relationships_identity""]"
12751,"[""education_children""]","[""relationships_identity""]"
15580,"[""education_children""]","[""relationships_identity""]"
13810,"[""education_children""]","[""relationships_identity""]"
13456,"[""education_children""]","[""relationships_identity""]"
13103,"[""education_children""]","[""relationships_identity""]"
12750,"[""everyday_life""]","[""daily_life_services""]"
14517,"[""literature_folklore_characters""]","[""culture_media_characters""]"
15578,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
13454,"[""literature_folklore_characters""]","[""culture_media_characters""]"
12748,"[""education_children""]","[""relationships_identity""]"
12747,"[""transport""]","[""daily_life_services""]"
12396,"[""law_crime""]","[""politics_society""]"
14514,"[""army_police""]","[""politics_society""]"
12746,"[""everyday_life""]","[""daily_life_services""]"
12771,"[""transport""]","[""daily_life_services""]"
14184,"[""education_children""]","[""relationships_identity""]"
14890,"[""everyday_life""]","[""daily_life_services""]"
14889,"[""education_children""]","[""relationships_identity""]"
13473,"[""education_children""]","[""relationships_identity""]"
15595,"[""education_children""]","[""relationships_identity""]"
15241,"[""it_internet""]","[""work_money_technology""]"
15594,"[""literature_folklore_characters""]","[""culture_media_characters""]"
15240,"[""literature_folklore_characters""]","[""culture_media_characters""]"
13822,"[""literature_folklore_characters""]","[""culture_media_characters""]"
15631,"[""transport""]","[""daily_life_services""]"
13861,"[""education_children""]","[""relationships_identity""]"
13860,"[""work_professions""]","[""work_money_technology""]"
13505,"[""literature_folklore_characters""]","[""culture_media_characters""]"
13152,"[""ethnic_regional""]","[""politics_society""]"
12799,"[""law_crime"", ""ethnic_regional""]","[""politics_society""]"
15628,"[""education_children""]","[""relationships_identity""]"
12445,"[""soviet_history_politics""]","[""politics_society""]"
14561,"[""ethnic_regional""]","[""politics_society""]"
14560,"[""education_children""]","[""relationships_identity""]"
13538,"[""literature_folklore_characters""]","[""culture_media_characters""]"
15658,"[""law_crime""]","[""politics_society""]"
15304,"[""work_professions""]","[""work_money_technology""]"
14950,"[""textual_forms""]","[""culture_media_characters""]"
15302,"[""transport""]","[""daily_life_services""]"
14593,"[""media_popculture""]","[""culture_media_characters""]"
14238,"[""literature_folklore_characters""]","[""culture_media_characters""]"
14591,"[""literature_folklore_characters""]","[""culture_media_characters""]"
13883,"[""law_crime""]","[""politics_society""]"
11298,"[""education_children""]","[""relationships_identity""]"
13240,"[""education_children""]","[""relationships_identity""]"
15754,"[""ethnic_regional""]","[""politics_society""]"
12924,"[""literature_folklore_characters""]","[""culture_media_characters""]"
12572,"[""literature_folklore_characters""]","[""culture_media_characters""]"
14688,"[""transport""]","[""daily_life_services""]"
11396,"[""education_children""]","[""relationships_identity""]"
13624,"[""transport""]","[""daily_life_services""]"
12567,"[""soviet_history_politics""]","[""politics_society""]"
12033,"[""law_crime""]","[""politics_society""]"
11177,"[""education_children""]","[""relationships_identity""]"
10629,"[""education_children""]","[""relationships_identity""]"
10473,"[""health_medicine""]","[""health_habits_sport""]"
15075,"[""education_children""]","[""relationships_identity""]"
12153,"[""education_children""]","[""relationships_identity""]"
11078,"[""literature_folklore_characters""]","[""culture_media_characters""]"
10794,"[""law_crime""]","[""politics_society""]"
10444,"[""transport""]","[""daily_life_services""]"
15461,"[""law_crime""]","[""politics_society""]"
12985,"[""education_children""]","[""relationships_identity""]"
12634,"[""it_internet""]","[""work_money_technology""]"
14398,"[""transport""]","[""daily_life_services""]"
13690,"[""law_crime""]","[""politics_society""]"
15813,"[""education_children""]","[""relationships_identity""]"
15459,"[""work_professions""]","[""work_money_technology""]"
14043,"[""law_crime""]","[""politics_society""]"
15104,"[""textual_forms""]","[""culture_media_characters""]"
14396,"[""education_children""]","[""relationships_identity""]"
12038,"[""education_children""]","[""relationships_identity""]"
11241,"[""literature_folklore_characters""]","[""culture_media_characters""]"
10893,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
10772,"[""politics_power""]","[""politics_society""]"
15810,"[""ethnic_regional""]","[""politics_society""]"
-13100006,"[""law_crime""]","[""politics_society""]"
-13100010,"[""education_children""]","[""relationships_identity""]"
-12900015,"[""work_professions""]","[""work_money_technology""]"
-12700002,"[""education_children""]","[""relationships_identity""]"
-12600006,"[""education_children""]","[""relationships_identity""]"
-12400001,"[""transport""]","[""daily_life_services""]"
-12200002,"[""education_children""]","[""relationships_identity""]"
-12200005,"[""education_children""]","[""relationships_identity""]"
-22800002,"[""law_crime""]","[""politics_society""]"
-22800010,"[""education_children""]","[""relationships_identity""]"
-22800023,"[""education_children""]","[""relationships_identity""]"
-22700005,"[""education_children""]","[""relationships_identity""]"
-22500006,"[""law_crime""]","[""politics_society""]"
-22500007,"[""transport""]","[""daily_life_services""]"
-22400006,"[""education_children""]","[""relationships_identity""]"
-22300010,"[""education_children""]","[""relationships_identity""]"
-22200004,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-22100002,"[""education_children""]","[""relationships_identity""]"
-33100004,"[""education_children""]","[""relationships_identity""]"
-33100005,"[""cities_places""]","[""politics_society""]"
-32900001,"[""finance_economy""]","[""work_money_technology""]"
-32800015,"[""education_children""]","[""relationships_identity""]"
-32800016,"[""education_children""]","[""relationships_identity""]"
-32800020,"[""education_children""]","[""relationships_identity""]"
-32800025,"[""education_children""]","[""relationships_identity""]"
-32800032,"[""law_crime""]","[""politics_society""]"
-32800035,"[""education_children""]","[""relationships_identity""]"
-32800043,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-42600007,"[""law_crime""]","[""politics_society""]"
-42500010,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-42500015,"[""transport""]","[""daily_life_services""]"
-42500028,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-42500029,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-42500040,"[""transport""]","[""daily_life_services""]"
-52800003,"[""law_crime""]","[""politics_society""]"
-52800005,"[""work_professions""]","[""work_money_technology""]"
-52700004,"[""cities_places""]","[""politics_society""]"
-52600001,"[""food_diet""]","[""daily_life_services""]"
-52200002,"[""work_professions""]","[""work_money_technology""]"
-52200003,"[""education_children""]","[""relationships_identity""]"
-52200004,"[""transport""]","[""daily_life_services""]"
-63000001,"[""education_children""]","[""relationships_identity""]"
-62800005,"[""sport""]","[""health_habits_sport""]"
-62700001,"[""soviet_history_politics""]","[""politics_society""]"
-62500001,"[""transport""]","[""daily_life_services""]"
-62400005,"[""politics_power""]","[""politics_society""]"
-62100001,"[""education_children""]","[""relationships_identity""]"
-62000002,"[""education_children""]","[""relationships_identity""]"
-61500003,"[""cities_places""]","[""politics_society""]"
-61500004,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-61400003,"[""transport""]","[""daily_life_services""]"
-61400005,"[""it_internet""]","[""work_money_technology""]"
-61300004,"[""education_children""]","[""relationships_identity""]"
-61100002,"[""soviet_history_politics""]","[""politics_society""]"
-61100003,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-73100004,"[""work_professions""]","[""work_money_technology""]"
-72500001,"[""education_children""]","[""relationships_identity""]"
-72500004,"[""work_professions""]","[""work_money_technology""]"
-72000003,"[""transport""]","[""daily_life_services""]"
-71600001,"[""politics_power""]","[""politics_society""]"
-71500005,"[""politics_power""]","[""politics_society""]"
-71300003,"[""law_crime""]","[""politics_society""]"
-83100001,"[""education_children""]","[""relationships_identity""]"
-83000010,"[""animals""]","[""daily_life_services""]"
-82900010,"[""education_children""]","[""relationships_identity""]"
-82800001,"[""education_children""]","[""relationships_identity""]"
-82800004,"[""cities_places""]","[""politics_society""]"
-82700002,"[""law_crime""]","[""politics_society""]"
-82600009,"[""finance_economy""]","[""work_money_technology""]"
-82500005,"[""law_crime""]","[""politics_society""]"
-81900005,"[""law_crime""]","[""politics_society""]"
-81800003,"[""work_professions"", ""education_children""]","[""relationships_identity"", ""work_money_technology""]"
-92800001,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-92800003,"[""cities_places""]","[""politics_society""]"
-92800005,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-92500004,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-92500005,"[""sport""]","[""health_habits_sport""]"
-92200002,"[""it_internet""]","[""work_money_technology""]"
-91900004,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-91300010,"[""education_children""]","[""relationships_identity""]"
-103000004,"[""education_children""]","[""relationships_identity""]"
-102700004,"[""sport""]","[""health_habits_sport""]"
-102600005,"[""it_internet""]","[""work_money_technology""]"
-102400005,"[""transport""]","[""daily_life_services""]"
-102200004,"[""education_children""]","[""relationships_identity""]"
-102000005,"[""education_children""]","[""relationships_identity""]"
-101900001,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-101900003,"[""transport""]","[""daily_life_services""]"
-101800001,"[""education_children""]","[""relationships_identity""]"
-101800004,"[""everyday_life""]","[""daily_life_services""]"
-101800005,"[""education_children""]","[""relationships_identity""]"
-101700004,"[""cities_places""]","[""politics_society""]"
-101500003,"[""education_children""]","[""relationships_identity""]"
-101400003,"[""law_crime""]","[""politics_society""]"
-112700014,"[""education_children""]","[""relationships_identity""]"
-112400005,"[""law_crime""]","[""politics_society""]"
-112100002,"[""law_crime""]","[""politics_society""]"
-112000002,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-112000005,"[""cities_places""]","[""politics_society""]"
-111900003,"[""education_children""]","[""relationships_identity""]"
-111800005,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-111700002,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-123000004,"[""transport""]","[""daily_life_services""]"
-122900002,"[""education_children""]","[""relationships_identity""]"
-122900008,"[""education_children""]","[""relationships_identity""]"
-122800001,"[""law_crime"", ""transport""]","[""daily_life_services"", ""politics_society""]"
-122800008,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-122700001,"[""law_crime""]","[""politics_society""]"
-122600010,"[""textual_forms""]","[""culture_media_characters""]"
-122300006,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-122300008,"[""work_professions""]","[""work_money_technology""]"
-122300013,"[""education_children""]","[""relationships_identity""]"
-1013100003,"[""education_children""]","[""relationships_identity""]"
-1013100017,"[""education_children""]","[""relationships_identity""]"
-1012900010,"[""education_children""]","[""relationships_identity""]"
-1012800001,"[""health_medicine""]","[""health_habits_sport""]"
-1012400009,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1022800001,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1022800005,"[""education_children""]","[""relationships_identity""]"
-1022800009,"[""transport""]","[""daily_life_services""]"
-1022700003,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1022700007,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1022600009,"[""education_children""]","[""relationships_identity""]"
-1022500010,"[""sport""]","[""health_habits_sport""]"
-1022400002,"[""finance_economy""]","[""work_money_technology""]"
-1022400004,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1022300003,"[""politics_power""]","[""politics_society""]"
-1022300006,"[""health_medicine""]","[""health_habits_sport""]"
-1022200010,"[""transport""]","[""daily_life_services""]"
-1033000007,"[""education_children""]","[""relationships_identity""]"
-1032900003,"[""cities_places""]","[""politics_society""]"
-1032800007,"[""transport""]","[""daily_life_services""]"
-1032700008,"[""law_crime""]","[""politics_society""]"
-1032500005,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1032400003,"[""politics_power""]","[""politics_society""]"
-1032400004,"[""education_children""]","[""relationships_identity""]"
-1032300004,"[""politics_power""]","[""politics_society""]"
-1032200002,"[""transport""]","[""daily_life_services""]"
-1032200004,"[""politics_power""]","[""politics_society""]"
-1043000005,"[""education_children""]","[""relationships_identity""]"
-1042800004,"[""education_children""]","[""relationships_identity""]"
-1042700006,"[""education_children""]","[""relationships_identity""]"
-1042600009,"[""work_professions""]","[""work_money_technology""]"
-1042400009,"[""work_professions""]","[""work_money_technology""]"
-1042400016,"[""transport""]","[""daily_life_services""]"
-1042300007,"[""education_children""]","[""relationships_identity""]"
-1062900002,"[""politics_power""]","[""politics_society""]"
-1062700008,"[""work_professions""]","[""work_money_technology""]"
-1062400001,"[""work_professions""]","[""work_money_technology""]"
-1062300001,"[""work_professions""]","[""work_money_technology""]"
-1061900003,"[""education_children""]","[""relationships_identity""]"
-1061600004,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1061500004,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-1073100007,"[""work_professions""]","[""work_money_technology""]"
-1073000003,"[""politics_power""]","[""politics_society""]"
-1072800003,"[""transport""]","[""daily_life_services""]"
-1072800005,"[""education_children""]","[""relationships_identity""]"
-1072700004,"[""literature_folklore_characters"", ""sport""]","[""culture_media_characters"", ""health_habits_sport""]"
-1072700005,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-1072500002,"[""cities_places""]","[""politics_society""]"
-1072400011,"[""education_children""]","[""relationships_identity""]"
-1072300004,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1072100002,"[""it_internet""]","[""work_money_technology""]"
-1072100004,"[""ethnic_regional""]","[""politics_society""]"
-1072000003,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-1071800005,"[""religion_holidays""]","[""beliefs_science_absurd""]"
-1071800006,"[""law_crime""]","[""politics_society""]"
-1083100009,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1082900002,"[""education_children""]","[""relationships_identity""]"
-1082700002,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1082500009,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1082400002,"[""law_crime""]","[""politics_society""]"
-1082200008,"[""transport""]","[""daily_life_services""]"
-1093000006,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1093000007,"[""work_professions""]","[""work_money_technology""]"
-1093000010,"[""politics_power""]","[""politics_society""]"
-1092900002,"[""politics_power""]","[""politics_society""]"
-1092700008,"[""education_children""]","[""relationships_identity""]"
-1092600011,"[""media_popculture""]","[""culture_media_characters""]"
-1092500005,"[""law_crime""]","[""politics_society""]"
-1092400002,"[""law_crime""]","[""politics_society""]"
-1092300006,"[""law_crime""]","[""politics_society""]"
-1092300008,"[""education_children""]","[""relationships_identity""]"
-1092200004,"[""health_medicine""]","[""health_habits_sport""]"
-1092200005,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1092100006,"[""education_children""]","[""relationships_identity""]"
-1103100005,"[""health_medicine""]","[""health_habits_sport""]"
-1103100010,"[""education_children""]","[""relationships_identity""]"
-1103100012,"[""health_medicine""]","[""health_habits_sport""]"
-1103100013,"[""work_professions""]","[""work_money_technology""]"
-1102900001,"[""army_police""]","[""politics_society""]"
-1102900003,"[""transport""]","[""daily_life_services""]"
-1102900007,"[""education_children""]","[""relationships_identity""]"
-1102900008,"[""transport""]","[""daily_life_services""]"
-1102800003,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1102800010,"[""it_internet""]","[""work_money_technology""]"
-1102500002,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1102500009,"[""law_crime""]","[""politics_society""]"
-1102400001,"[""law_crime""]","[""politics_society""]"
-1102400005,"[""transport""]","[""daily_life_services""]"
-1102300006,"[""it_internet""]","[""work_money_technology""]"
-1102300007,"[""it_internet""]","[""work_money_technology""]"
-1102200005,"[""transport""]","[""daily_life_services""]"
-1113000005,"[""it_internet""]","[""work_money_technology""]"
-1112800007,"[""education_children""]","[""relationships_identity""]"
-1112600003,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
-1112600005,"[""education_children""]","[""relationships_identity""]"
-1112500004,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1112200005,"[""politics_power""]","[""politics_society""]"
-1112100013,"[""law_crime""]","[""politics_society""]"
-1112100016,"[""work_professions""]","[""work_money_technology""]"
-1112000005,"[""education_children""]","[""relationships_identity""]"
-1111800002,"[""law_crime""]","[""politics_society""]"
-1123100005,"[""media_popculture""]","[""culture_media_characters""]"
-1123100008,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-1122900003,"[""education_children""]","[""relationships_identity""]"
-1122900005,"[""everyday_life""]","[""daily_life_services""]"
-1122700003,"[""law_crime""]","[""politics_society""]"
-1122600005,"[""law_crime""]","[""politics_society""]"
-1122500005,"[""law_crime""]","[""politics_society""]"
-1122400002,"[""cities_places""]","[""politics_society""]"
-1122300001,"[""work_professions""]","[""work_money_technology""]"
-1122200002,"[""education_children""]","[""relationships_identity""]"
-1121400003,"[""education_children""]","[""relationships_identity""]"
-1121300004,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-2012900002,"[""politics_power""]","[""politics_society""]"
-2012700002,"[""transport""]","[""daily_life_services""]"
-2012700003,"[""work_professions""]","[""work_money_technology""]"
-2012700005,"[""education_children""]","[""relationships_identity""]"
-2012300004,"[""education_children""]","[""relationships_identity""]"
-2012000004,"[""cities_places""]","[""politics_society""]"
-2011900003,"[""education_children""]","[""relationships_identity""]"
-2022900006,"[""education_children""]","[""relationships_identity""]"
-2022800008,"[""education_children""]","[""relationships_identity""]"
-2022700006,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-2022600003,"[""education_children""]","[""relationships_identity""]"
-2022600009,"[""transport""]","[""daily_life_services""]"
-2022500002,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-2022500003,"[""religion_holidays""]","[""beliefs_science_absurd""]"
-2022400002,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-2022400010,"[""religion_holidays""]","[""beliefs_science_absurd""]"
-2022300010,"[""health_medicine""]","[""health_habits_sport""]"
-2022000001,"[""law_crime""]","[""politics_society""]"
-2022000007,"[""law_crime""]","[""politics_society""]"
-2022000011,"[""cities_places""]","[""politics_society""]"
-2033100006,"[""religion_holidays""]","[""beliefs_science_absurd""]"
-2032900010,"[""politics_power""]","[""politics_society""]"
-2032800001,"[""law_crime""]","[""politics_society""]"
-2032700003,"[""politics_power""]","[""politics_society""]"
-2032600007,"[""education_children""]","[""relationships_identity""]"
-2032400005,"[""literature_folklore_characters""]","[""culture_media_characters""]"
-2032400007,"[""work_professions""]","[""work_money_technology""]"
-2032300009,"[""finance_economy""]","[""work_money_technology""]"
-2043000003,"[""transport""]","[""daily_life_services""]"
-2042800002,"[""education_children""]","[""relationships_identity""]"
-2042700006,"[""army_police""]","[""politics_society""]"
-2042700010,"[""work_professions""]","[""work_money_technology""]"
-2042600005,"[""education_children""]","[""relationships_identity""]"
-2042300004,"[""law_crime""]","[""politics_society""]"
-2042200003,"[""army_police""]","[""politics_society""]"
-2042200004,"[""health_medicine""]","[""health_habits_sport""]"
-2050100004,"[""sport""]","[""health_habits_sport""]"
-2063000001,"[""education_children""]","[""relationships_identity""]"
-2063000006,"[""literature_folklore_characters""]","[""culture_media_characters""]"
